,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
Activé,LRE-EPI-100,,Poire Conférence et vanille de Madagascar,0,0,pièce,4.90 €,Le pot de 130g,0.130,1,4.90 €,4.9 €/pièce,5,0.20,3.72 €,LRE17-poireconfrenceetvani.jpg,LRE17-poireconfrenceetvani.jpg,LRE17-poireconfrenceetvani.jpg,Poire Conférence et vanille de Madagascar,Poire Conférence et vanille de Madagascar,Poire Conférence et vanille de Madagascar,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Petits pots bébés,,,Oui,Primeur/La Récolte/Petits pots bébés,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Petits pots bébés,,,,Comme Des Papas,http://commedespapas.fr/,,,Non,,,,,0.130,,Poire Conférence et vanille de Madagascar - Au Pas De Courses,Poire Conférence et vanille de Madagascar - La Récolte - Le pot de 130g - ,,,
Activé,LRE-POI-001,,4 tranches de flétan fumé Atlantique,0,0,kg,40.50 €,La portion de 200g environ,0.200,1,8.10 €,40.5 €/kg,5,0.20,6.14 €,LRE17-4tranchesdefltanfumatlant.jpg,LRE17-4tranchesdefltanfumatlant.jpg,LRE17-4tranchesdefltanfumatlant.jpg,4 tranches de flétan fumé Atlantique,4 tranches de flétan fumé Atlantique,4 tranches de flétan fumé Atlantique,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Fumerie artisanale Andric,,France Savoie,,Non,,,,,0.200,,4 tranches de flétan fumé Atlantique - Au Pas De Courses,4 tranches de flétan fumé Atlantique - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-POI-002,,6 tranches de saumon fumé sauvage origine Alaska Pacifique,0,0,kg,61.72 €,La portion de 200g environ,0.200,1,12.34 €,61.72 €/kg,5,0.20,9.36 €,LRE17-6tranchesdesaumonfumsauva.jpg,LRE17-6tranchesdesaumonfumsauva.jpg,LRE17-6tranchesdesaumonfumsauva.jpg,6 tranches de saumon fumé sauvage origine Alaska Pacifique,6 tranches de saumon fumé sauvage origine Alaska Pacifique,6 tranches de saumon fumé sauvage origine Alaska Pacifique,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Fumerie artisanale Andric,,France Savoie,,Non,,,,,0.200,,6 tranches de saumon fumé sauvage origine Alaska Pacifique - Au Pas De Courses,6 tranches de saumon fumé sauvage origine Alaska Pacifique - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-POI-003,,2 tranches de saumon fumé sauvage origine Alaska Pacifique,0,0,kg,61.72 €,La portion de 100g environ,0.100,1,6.17 €,61.72 €/kg,5,0.20,4.68 €,LRE17-2tranchesdesaumonfumsauva.jpg,LRE17-2tranchesdesaumonfumsauva.jpg,LRE17-2tranchesdesaumonfumsauva.jpg,2 tranches de saumon fumé sauvage origine Alaska Pacifique,2 tranches de saumon fumé sauvage origine Alaska Pacifique,2 tranches de saumon fumé sauvage origine Alaska Pacifique,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Fumerie artisanale Andric,,France Savoie,,Non,,,,,0.100,,2 tranches de saumon fumé sauvage origine Alaska Pacifique - Au Pas De Courses,2 tranches de saumon fumé sauvage origine Alaska Pacifique - La Récolte - La portion de 100g environ - ,,,
Activé,LRE-POI-004,,Sardines fumée bretonne nature,0,0,kg,44.20 €,La portion de 200g environ,0.200,1,8.84 €,44.2 €/kg,5,0.20,6.70 €,LRE17-sardinesfumebretonnenatur.jpg,LRE17-sardinesfumebretonnenatur.jpg,LRE17-sardinesfumebretonnenatur.jpg,Sardines fumée bretonne nature,Sardines fumée bretonne nature,Sardines fumée bretonne nature,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Comsea,,,,Non,,,,,0.200,,Sardines fumée bretonne nature - Au Pas De Courses,Sardines fumée bretonne nature - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-POI-005,,Tranches de Haddock fumé,0,0,kg,58.00 €,La portion de 200g environ,0.200,1,11.60 €,58 €/kg,5,0.20,8.80 €,LRE17-tranchesdehaddockfum.jpg,LRE17-tranchesdehaddockfum.jpg,LRE17-tranchesdehaddockfum.jpg,Tranches de Haddock fumé,Tranches de Haddock fumé,Tranches de Haddock fumé,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Comsea,,,,Non,,,,,0.200,,Tranches de Haddock fumé - Au Pas De Courses,Tranches de Haddock fumé - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-POI-006,,Maquereau fumé nature,0,0,kg,39.10 €,La portion de 150g environ,0.150,1,5.87 €,39.1 €/kg,5,0.20,4.45 €,LRE17-maquereaufumnature.jpg,LRE17-maquereaufumnature.jpg,LRE17-maquereaufumnature.jpg,Maquereau fumé nature,Maquereau fumé nature,Maquereau fumé nature,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Comsea,,,,Non,,,,,0.150,,Maquereau fumé nature - Au Pas De Courses,Maquereau fumé nature - La Récolte - La portion de 150g environ - ,,,
Activé,LRE-POI-007,,2 pavés de saumon fumé de Norvège Bio,0,0,kg,50.47 €,La portion de 200g environ,0.200,1,10.09 €,50.47 €/kg,5,0.20,7.65 €,LRE17-2pavsdesaumonfumdenorvgeb.jpg,LRE17-2pavsdesaumonfumdenorvgeb.jpg,LRE17-2pavsdesaumonfumdenorvgeb.jpg,2 pavés de saumon fumé de Norvège Bio,2 pavés de saumon fumé de Norvège Bio,2 pavés de saumon fumé de Norvège Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Fumerie artisanale Andric,,France Savoie,,AB,,,,,0.200,,2 pavés de saumon fumé de Norvège Bio - Au Pas De Courses,2 pavés de saumon fumé de Norvège Bio - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-POI-008,,Tranches de Lieu Noir,0,0,kg,47.80 €,La portion de 180g environ,0.180,1,8.60 €,47.8 €/kg,5,0.20,6.52 €,LRE17-tranchesdelieunoir.jpg,LRE17-tranchesdelieunoir.jpg,LRE17-tranchesdelieunoir.jpg,Tranches de Lieu Noir,Tranches de Lieu Noir,Tranches de Lieu Noir,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Poissons,,,Oui,Primeur/La Récolte/Poissons,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Poissons,,,,Comsea,,,,Non,,,,,0.180,,Tranches de Lieu Noir - Au Pas De Courses,Tranches de Lieu Noir - La Récolte - La portion de 180g environ - ,,,
Activé,LRE-EPI-103,,Farine de blé patissière type 80 Bio,0,0,pièce,3.20 €,Le paquet de 1kg,1.000,1,3.20 €,3.2 €/pièce,5,0.20,2.43 €,LRE17-farinedeblpatissiretype80.jpg,LRE17-farinedeblpatissiretype80.jpg,LRE17-farinedeblpatissiretype80.jpg,Farine de blé patissière type 80 Bio,Farine de blé patissière type 80 Bio,Farine de blé patissière type 80 Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Farines Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Farines Bio,,,,Moulin Oliversion,,France,,AB,,,,,1.000,,Farine de blé patissière type 80 Bio - Au Pas De Courses,Farine de blé patissière type 80 Bio - La Récolte - Le paquet de 1kg - ,,,
Activé,LRE-VRA-001,,Soja jaune dépelliculé Bio en vrac,0,0,kg,4.90 €,La portion de 100g,0.100,1,0.49 €,4.9 €/kg,5,0.20,0.37 €,LRE17-sojajaunedpelliculbioenvr.jpg,LRE17-sojajaunedpelliculbioenvr.jpg,LRE17-sojajaunedpelliculbioenvr.jpg,Soja jaune dépelliculé Bio en vrac,Soja jaune dépelliculé Bio en vrac,Soja jaune dépelliculé Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Soja jaune dépelliculé Bio en vrac - Au Pas De Courses,Soja jaune dépelliculé Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-002,,Maïs pop corn Bio en vrac,0,0,kg,4.95 €,La portion de 100g,0.100,1,0.50 €,4.95 €/kg,5,0.20,0.38 €,LRE17-maspopcornbioenvrac.jpg,LRE17-maspopcornbioenvrac.jpg,LRE17-maspopcornbioenvrac.jpg,Maïs pop corn Bio en vrac,Maïs pop corn Bio en vrac,Maïs pop corn Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Maïs pop corn Bio en vrac - Au Pas De Courses,Maïs pop corn Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-003,,Muesli Etudiant Bio en vrac,0,0,kg,7.90 €,La portion de 100g,0.100,1,0.79 €,7.9 €/kg,5,0.20,0.60 €,LRE17-mueslietudiantbioenvrac.jpg,LRE17-mueslietudiantbioenvrac.jpg,LRE17-mueslietudiantbioenvrac.jpg,Muesli Etudiant Bio en vrac,Muesli Etudiant Bio en vrac,Muesli Etudiant Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,,,AB,,,,,0.100,,Muesli Etudiant Bio en vrac - Au Pas De Courses,Muesli Etudiant Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-004,,Gruau d'avoine Bio en vrac,0,0,kg,3.15 €,La portion de 100g,0.100,1,0.32 €,3.15 €/kg,5,0.20,0.24 €,LRE17-gruaudavoinebioenvrac.jpg,LRE17-gruaudavoinebioenvrac.jpg,LRE17-gruaudavoinebioenvrac.jpg,Gruau d'avoine Bio en vrac,Gruau d'avoine Bio en vrac,Gruau d'avoine Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Gruau d'avoine Bio en vrac - Au Pas De Courses,Gruau d'avoine Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-005,,Orge perlé Bio en vrac,0,0,kg,3.60 €,La portion de 100g,0.100,1,0.36 €,3.6 €/kg,5,0.20,0.27 €,LRE17-orgeperlbioenvrac.jpg,LRE17-orgeperlbioenvrac.jpg,LRE17-orgeperlbioenvrac.jpg,Orge perlé Bio en vrac,Orge perlé Bio en vrac,Orge perlé Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Orge perlé Bio en vrac - Au Pas De Courses,Orge perlé Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-006,,Corn flakes Bio en vrac,0,0,kg,27.00 €,La portion de 100g,0.100,1,2.70 €,27 €/kg,5,0.20,2.05 €,LRE17-cornflakesbioenvrac.jpg,LRE17-cornflakesbioenvrac.jpg,LRE17-cornflakesbioenvrac.jpg,Corn flakes Bio en vrac,Corn flakes Bio en vrac,Corn flakes Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Corn flakes Bio en vrac - Au Pas De Courses,Corn flakes Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-007,,Amandes décortiquées Bio en vrac,0,0,kg,27.00 €,La portion de 100g,0.100,1,2.70 €,27 €/kg,5,0.20,2.05 €,LRE17-amandesdcortiquesbioenvra.jpg,LRE17-amandesdcortiquesbioenvra.jpg,LRE17-amandesdcortiquesbioenvra.jpg,Amandes décortiquées Bio en vrac,Amandes décortiquées Bio en vrac,Amandes décortiquées Bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Italie,,AB,,,,,0.100,,Amandes décortiquées Bio en vrac - Au Pas De Courses,Amandes décortiquées Bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-008,,Boulgour de blé bio en vrac,0,0,kg,3.80 €,La portion de 100g,0.100,1,0.38 €,3.8 €/kg,5,0.20,0.29 €,LRE17-boulgourdeblbioenvrac.jpg,LRE17-boulgourdeblbioenvrac.jpg,LRE17-boulgourdeblbioenvrac.jpg,Boulgour de blé bio en vrac,Boulgour de blé bio en vrac,Boulgour de blé bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Italie,,AB,,,,,0.100,,Boulgour de blé bio en vrac - Au Pas De Courses,Boulgour de blé bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-009,,Lentilles corail bio en vrac,0,0,kg,5.30 €,La portion de 100g,0.100,1,0.53 €,5.3 €/kg,5,0.20,0.40 €,LRE17-lentillescorailbioenvrac.jpg,LRE17-lentillescorailbioenvrac.jpg,LRE17-lentillescorailbioenvrac.jpg,Lentilles corail bio en vrac,Lentilles corail bio en vrac,Lentilles corail bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Turquie,,AB,,,,,0.100,,Lentilles corail bio en vrac - Au Pas De Courses,Lentilles corail bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-010,,Graines de Tournesol bio en vrac,0,0,kg,5.10 €,La portion de 100g,0.100,1,0.51 €,5.1 €/kg,5,0.20,0.39 €,LRE17-grainesdetournesolbioenvr.jpg,LRE17-grainesdetournesolbioenvr.jpg,LRE17-grainesdetournesolbioenvr.jpg,Graines de Tournesol bio en vrac,Graines de Tournesol bio en vrac,Graines de Tournesol bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Roumanie,,AB,,,,,0.100,,Graines de Tournesol bio en vrac - Au Pas De Courses,Graines de Tournesol bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-011,,Graine de lin doré bio en vrac,0,0,kg,7.90 €,La portion de 100g,0.100,1,0.79 €,7.9 €/kg,5,0.20,0.60 €,LRE17-grainedelindorbioenvrac.jpg,LRE17-grainedelindorbioenvrac.jpg,LRE17-grainedelindorbioenvrac.jpg,Graine de lin doré bio en vrac,Graine de lin doré bio en vrac,Graine de lin doré bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Graine de lin doré bio en vrac - Au Pas De Courses,Graine de lin doré bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-012,,Risotto carnaroli bio en vrac,0,0,kg,6.20 €,La portion de 100g,0.100,1,0.62 €,6.2 €/kg,5,0.20,0.47 €,LRE17-risottocarnarolibioenvrac.jpg,LRE17-risottocarnarolibioenvrac.jpg,LRE17-risottocarnarolibioenvrac.jpg,Risotto carnaroli bio en vrac,Risotto carnaroli bio en vrac,Risotto carnaroli bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Italie,,AB,,,,,0.100,,Risotto carnaroli bio en vrac - Au Pas De Courses,Risotto carnaroli bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-013,,Flageolets verts secs bio en vrac,0,0,kg,9.13 €,La portion de 100g,0.100,1,0.91 €,9.13 €/kg,5,0.20,0.69 €,LRE17-flageoletsvertssecsbioenv.jpg,LRE17-flageoletsvertssecsbioenv.jpg,LRE17-flageoletsvertssecsbioenv.jpg,Flageolets verts secs bio en vrac,Flageolets verts secs bio en vrac,Flageolets verts secs bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Flageolets verts secs bio en vrac - Au Pas De Courses,Flageolets verts secs bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-014,,Raisins secs en vrac,0,0,kg,8.50 €,La portion de 100g,0.100,1,0.85 €,8.5 €/kg,5,0.20,0.64 €,LRE17-raisinssecsenvrac.jpg,LRE17-raisinssecsenvrac.jpg,LRE17-raisinssecsenvrac.jpg,Raisins secs en vrac,Raisins secs en vrac,Raisins secs en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,Turquie,,Non,,,,,0.100,,Raisins secs en vrac - Au Pas De Courses,Raisins secs en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-015,,Haricots rouges bio en vrac,0,0,kg,7.75 €,La portion de 100g,0.100,1,0.78 €,7.75 €/kg,5,0.20,0.59 €,LRE17-haricotsrougesbioenvrac.jpg,LRE17-haricotsrougesbioenvrac.jpg,LRE17-haricotsrougesbioenvrac.jpg,Haricots rouges bio en vrac,Haricots rouges bio en vrac,Haricots rouges bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Haricots rouges bio en vrac - Au Pas De Courses,Haricots rouges bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-016,,Flocons d'avoine bio en vrac,0,0,kg,3.50 €,La portion de 100g,0.100,1,0.35 €,3.5 €/kg,5,0.20,0.27 €,LRE17-floconsdavoinebioenvrac.jpg,LRE17-floconsdavoinebioenvrac.jpg,LRE17-floconsdavoinebioenvrac.jpg,Flocons d'avoine bio en vrac,Flocons d'avoine bio en vrac,Flocons d'avoine bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Flocons d'avoine bio en vrac - Au Pas De Courses,Flocons d'avoine bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-VRA-017,,Haricots lingots sec bio en vrac,0,0,kg,7.90 €,La portion de 100g,0.100,1,0.79 €,7.9 €/kg,5,0.20,0.60 €,LRE17-haricotslingotssecbioenvr.jpg,LRE17-haricotslingotssecbioenvr.jpg,LRE17-haricotslingotssecbioenvr.jpg,Haricots lingots sec bio en vrac,Haricots lingots sec bio en vrac,Haricots lingots sec bio en vrac,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Produits en vrac Bio,,,Oui,Primeur/La Récolte/Produits en vrac Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Produits en vrac Bio,,,,,,France,,AB,,,,,0.100,,Haricots lingots sec bio en vrac - Au Pas De Courses,Haricots lingots sec bio en vrac - La Récolte - La portion de 100g - ,,,
Activé,LRE-EPI-104,,Farine de Sarrasin Bio,0,0,pièce,3.40 €,Le sachet de 500g,0.500,1,3.40 €,3.4 €/pièce,5,0.20,2.58 €,LRE17-farinedesarrasinbio.jpg,LRE17-farinedesarrasinbio.jpg,LRE17-farinedesarrasinbio.jpg,Farine de Sarrasin Bio,Farine de Sarrasin Bio,Farine de Sarrasin Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Farines Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Farines Bio,,,,Ferme Terres Promises,,France,,AB,"Variété La Harpe, Récolte 2014 - Cultivée et fraichement moulue sur meule de pierre à la ferme.",,,,0.500,,Farine de Sarrasin Bio - Au Pas De Courses,"Farine de Sarrasin Bio - La Récolte - Le sachet de 500g - Variété La Harpe, Récolte 2014 - Cultivée et fraichement moulue sur meule de pierre à la ferme.",,,
Activé,LRE-EPI-105,,Cacao Equateur amer sans sucre,0,0,pièce,9.81 €,Le sac de 300g,0.300,1,9.81 €,9.81 €/pièce,5,0.20,7.44 €,LRE17-cacaoequateuramersanssucr.jpg,LRE17-cacaoequateuramersanssucr.jpg,LRE17-cacaoequateuramersanssucr.jpg,Cacao Equateur amer sans sucre,Cacao Equateur amer sans sucre,Cacao Equateur amer sans sucre,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Epices Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Epices Bio,,,,Andines,,Equateur,Commerce Equitable,Non,Produit artisanal de l'association UONCRE Province de Esmeraldas,,,,0.300,,Cacao Equateur amer sans sucre - Au Pas De Courses,Cacao Equateur amer sans sucre - La Récolte - Le sac de 300g - Produit artisanal de l'association UONCRE Province de Esmeraldas,,,
Activé,LRE-EPI-106,,Fleur de sel du pays Guérandais,0,0,pièce,6.90 €,Le sachet de 250g,0.250,1,6.90 €,6.9 €/pièce,5,0.20,5.23 €,LRE17-fleurdeseldupaysgurandais.jpg,LRE17-fleurdeseldupaysgurandais.jpg,LRE17-fleurdeseldupaysgurandais.jpg,Fleur de sel du pays Guérandais,Fleur de sel du pays Guérandais,Fleur de sel du pays Guérandais,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Epices Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Epices Bio,,,,,,,,Non,Sel marin gris alimentaire,,,,0.250,,Fleur de sel du pays Guérandais - Au Pas De Courses,Fleur de sel du pays Guérandais - La Récolte - Le sachet de 250g - Sel marin gris alimentaire,,,
Activé,LRE-MIE-001,,Miel d'Acacia de St Jean de Luz Bio,0,0,pièce,10.50 €,Le pot de 500g,0.500,1,10.50 €,10.5 €/pièce,5,0.20,7.96 €,LRE17-mieldacaciadestjeandeluzb.jpg,LRE17-mieldacaciadestjeandeluzb.jpg,LRE17-mieldacaciadestjeandeluzb.jpg,Miel d'Acacia de St Jean de Luz Bio,Miel d'Acacia de St Jean de Luz Bio,Miel d'Acacia de St Jean de Luz Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Miel Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Miel Bio,,,,L'abeille bleue,,France,,AB,Cuvée de printemps,,,,0.500,,Miel d'Acacia de St Jean de Luz Bio - Au Pas De Courses,Miel d'Acacia de St Jean de Luz Bio - La Récolte - Le pot de 500g - Cuvée de printemps,,,
Activé,LRE-MIE-002,,Miel de Miellats de chêne de Mailhos en Béarn Bio,0,0,pièce,6.90 €,Le pot de 250g,0.250,1,6.90 €,6.9 €/pièce,5,0.20,5.23 €,LRE17-mieldemiellatsdechnedemai.jpg,LRE17-mieldemiellatsdechnedemai.jpg,LRE17-mieldemiellatsdechnedemai.jpg,Miel de Miellats de chêne de Mailhos en Béarn Bio,Miel de Miellats de chêne de Mailhos en Béarn Bio,Miel de Miellats de chêne de Mailhos en Béarn Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Miel Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Miel Bio,,,,L'abeille bleue,,France,,AB,Cuvée d'été,,,,0.250,,Miel de Miellats de chêne de Mailhos en Béarn Bio - Au Pas De Courses,Miel de Miellats de chêne de Mailhos en Béarn Bio - La Récolte - Le pot de 250g - Cuvée d'été,,,
Activé,LRE-MIE-003,,Miel de fleurs sauvages de Saint Jean de Luz Bio,0,0,pièce,9.90 €,Le pot de 500g,0.500,1,9.90 €,9.9 €/pièce,5,0.20,7.51 €,LRE17-mieldefleurssauvagesdesai.jpg,LRE17-mieldefleurssauvagesdesai.jpg,LRE17-mieldefleurssauvagesdesai.jpg,Miel de fleurs sauvages de Saint Jean de Luz Bio,Miel de fleurs sauvages de Saint Jean de Luz Bio,Miel de fleurs sauvages de Saint Jean de Luz Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Miel Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Miel Bio,,,,L'abeille bleue,,France,,AB,Cuvée d'été,,,,0.500,,Miel de fleurs sauvages de Saint Jean de Luz Bio - Au Pas De Courses,Miel de fleurs sauvages de Saint Jean de Luz Bio - La Récolte - Le pot de 500g - Cuvée d'été,,,
